,Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount,price
441,Secret Places of the Lion,,,,,,,,,,32.58
442,Taproots: Where ideas are born,,,,,,,,,,11.78
443,Letter to a Stranger,"Letter from a Stranger Barbara Bradford Justine Nolan is a documentary filmmaker who lost her cherished grandmother a decade ago—the only source of love and comfort in her life. Her own mother, Deborah, has always been distant, focusing on her career as an interior designer. But when Justine inadvertently opens a letter addressed to her mother, she discovers that not only is her grandmother alive, but that Deborah has deliberately distanced her from the family for all these years. Justine's search for her grandmother takes her to Istanbul, where she begins to uncover secrets that stretch all the way back to World War II. As layers of deception peel away, Justine begins to understand a woman she never really knew...and she begins to ask questions about the true desires of her own heart.",['Barbara Taylor Bradford'],http://books.google.com/books/content?id=JWvRWZl36zAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=JWvRWZl36zAC&printsec=frontcover&dq=Letter+to+a+Stranger&hl=&cd=1&source=gbs_api,St. Martin's Press,2012-03-27,https://play.google.com/store/books/details?id=JWvRWZl36zAC&source=gbs_api,['Fiction'],15.0,31.67
444,Blown Away (Code Red (Harlequin)),"Looking for heart-racing romance and breathless suspense? Want stories filled with life-and-death situations that cause sparks to fly between adventurous, strong women and brave, powerful men? Harlequin® Romantic Suspense brings you all that and more with four new full-length titles in one collection! HUNTING THE COLTON FUGITIVE The Coltons of Mustang Valley by Colleen Thompson Sparks—and bullets—fly when Sierra Madden, a bounty hunter with loan sharks on her tail, and framed fugitive Ace Colton team up to find out who really shot his father. The Colton family holds tremendous power, which puts them in mortal danger… COLTON’S LAST STAND The Coltons of Mustang Valley by Karen Whiddon FBI agent Fiona Evans has been sent undercover to investigate a cult. When the cult leader’s supposed son, rancher Jake Anderson, appears on the scene, they both have a hard time focusing on stopping his mother’s machinations as their attraction burns brighter. \ DANGEROUS REUNION by Marilyn Pappano A family goes missing, throwing Cedar Creek in turmoil. Former ADA Yashi Baker destroyed Detective Ben Little Bear and their relationship with one cross-examination on the witness stand years ago. But the kidnapping draws them together, forcing them to revisit a love lost. SHIELDED IN THE SHADOWS Where Secrets are Safe by Tara Taylor Quinn A probation officer and a prosecutor team up to protect a woman in danger from an unknown abuser. As they work through a treacherous case, love never enters the equation…until their attraction becomes too hard—and lethal—to ignore.","['Colleen Thompson', 'Karen Whiddon', 'Marilyn Pappano', 'Tara Taylor Quinn']",http://books.google.com/books/content?id=F7m8DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=F7m8DwAAQBAJ&pg=PT425&dq=Blown+Away+(Code+Red+(Harlequin))&hl=&cd=1&source=gbs_api,Harlequin,2020-06-01,https://play.google.com/store/books/details?id=F7m8DwAAQBAJ&source=gbs_api,['Fiction'],,17.25
445,The real life of Sebastian Knight,"Spurred on by admiration for his novelist half-brother and irritation at the biography written about him by Mr Goodman ('his slapdash and very misleading book'), the narrator, V, sets out to record Sebastian Knight's life as he understands it. But buried amid the extensive quoting, digressions, seeming explanations and digs, Sebastian's erratic and troubled persona remains as elusive as ever. Nabokov's first novel written in English, The Real Life of Sebastian Knight is a nuanced, enigmatic potrayal of the conflict between the real and the unreal, and the futile quest for human truth.",['Vladimir Nabokov'],http://books.google.com/books/content?id=WXol3iHs6G4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=WXol3iHs6G4C&printsec=frontcover&dq=The+real+life+of+Sebastian+Knight&hl=&cd=1&source=gbs_api,Penguin UK,2012-03-01,https://play.google.com/store/books/details?id=WXol3iHs6G4C&source=gbs_api,['Fiction'],5.0,46.29
446,Chain Letter,"Two favorite thrillers from #1 New York Times bestselling author Christopher Pike are now available in one bone-chilling collection. When Alison first got the chain letter signed “Your Caretaker,” she thought it was a sick joke. But then it became clear that someone, somewhere knows about that awful night when she and six friends committed an unthinkable crime. And now that person is determined to make them pay. One by the one, the chain letter comes to each of them, demanding dangerous, impossible deeds. No one wants to believe that this nightmare is really happening, but then the accidents start. And the deaths. Finding the truth behind the stalker’s identity seems to be the only option, but even that might not be enough. The Caretaker has a prodigy who is even more frightening than the first, and this time he wants more than retribution. He’s out for blood.",['Christopher Pike'],http://books.google.com/books/content?id=zlXoKlpqJPQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=zlXoKlpqJPQC&printsec=frontcover&dq=Chain+Letter&hl=&cd=1&source=gbs_api,Simon and Schuster,2013-07-23,https://play.google.com/store/books/details?id=zlXoKlpqJPQC&source=gbs_api,['Juvenile Fiction'],5.0,39.78
447,"Octagon, The Early Years",,,,,,,,,,20.7
448,Diving the World: (Underwater) Photography by Norbert Wu,"A collection of photographs taken underwater in Antarctica reveals a stunning world of strange and beautiful life forms, including sponges that are as big as bears and giant sea spiders moving through coral.","['Norbert Wu', 'Jim Mastro']",http://books.google.com/books/content?id=V3_4Ol7lhlkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=V3_4Ol7lhlkC&printsec=frontcover&dq=Diving+the+World:+(Underwater)+Photography+by+Norbert+Wu&hl=&cd=1&source=gbs_api,Univ of California Press,2004,http://books.google.com/books?id=V3_4Ol7lhlkC&dq=Diving+the+World:+(Underwater)+Photography+by+Norbert+Wu&hl=&source=gbs_api,['Photography'],5.0,25.61
449,"American Soldiers: Ground Combat in the World Wars, Korea, and Vietnam (Modern War Studies)","The first book to bring together wartime experiences from the centuries four major conflicts recreates the exhaustion, emotional pain, bitterness, bravery, and comradship that has marked the American military experience.",['Peter S. Kindsvatter'],http://books.google.com/books/content?id=VGzfAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=VGzfAAAAMAAJ&printsec=frontcover&dq=American+Soldiers:+Ground+Combat+in+the+World+Wars,+Korea,+and+Vietnam+(Modern+War+Studies)&hl=&cd=1&source=gbs_api",,2003,"http://books.google.com/books?id=VGzfAAAAMAAJ&dq=American+Soldiers:+Ground+Combat+in+the+World+Wars,+Korea,+and+Vietnam+(Modern+War+Studies)&hl=&source=gbs_api",['History'],1.0,19.5
450,"The family expositor;: Or, A paraphrase and version of the New Testament; with critical notes, and a practical improvement of each section",,['Philip Doddridge'],http://books.google.com/books/content?id=XlkiAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=XlkiAQAAMAAJ&printsec=frontcover&dq=The+family+expositor%3B:+Or,+A+paraphrase+and+version+of+the+New+Testament%3B+with+critical+notes,+and+a+practical+improvement+of+each+section&hl=&cd=1&source=gbs_api",,1748,https://play.google.com/store/books/details?id=XlkiAQAAMAAJ&source=gbs_api,['Bible'],,32.09
451,Le Tombeau de Couperin and Other Works for Solo Piano,,['Maurice Ravel'],,http://books.google.com/books?id=MehScgAACAAJ&dq=Le+Tombeau+de+Couperin+and+Other+Works+for+Solo+Piano&hl=&cd=1&source=gbs_api,,1997,http://books.google.com/books?id=MehScgAACAAJ&dq=Le+Tombeau+de+Couperin+and+Other+Works+for+Solo+Piano&hl=&source=gbs_api,,,53.39
452,Wives of the Fishermen,"From the author of LAND GIRLS, a saga set in a Scottish fishing village. Two close women friends, one plain and virtuous, the other ravishing and flirtatious, find their friendship can endure a number of serious tests. However, as fishermen's wives they know all too well the sea's power to destroy their equilibrium, and perhaps their friendship.",['Angela Huth'],,http://books.google.com/books?id=pR5DAAAACAAJ&dq=Wives+of+the+Fishermen&hl=&cd=1&source=gbs_api,,1998,http://books.google.com/books?id=pR5DAAAACAAJ&dq=Wives+of+the+Fishermen&hl=&source=gbs_api,['Female friendship'],1.0,20.23
453,Titanic: A Love Story,,,,,,,,,,42.61
454,Corrido,"""... well-written and well-documented landmark study... "" —Choice ""This book raises important ideological and esthetic questions about the interpretation of artistic and cultural manifestations in a given society.""Â —Hispanic American Historical Review ""The present volume is provocative in direction and a refreshing addition to the extant literature on the Mexican Âcorrido genre."" —American Ethnologist ""[Herrera-Sobek's] refreshing approach to analyzing masculine attitudes toward the feminine as expressed in the Mexican Âcorrido is not only insightful but courageous."" —Inez Cardozo-Freeman, Southern Folklore ""... well-researched, insightful, clearly written, and well-illustrated study of a genre familiar in Hispanic culture."" —Journal of the American Studies Association ""... provides tantalizing insights into the inner workings and meanings of Mexico's favorite folk ballads..."" —Journal of Third World Studies Challenging the stereotypical view of the passive Mexican/Chicana woman of the archetype, the author examines the portrayal of female figures in over three thousand Âcorridos or Mexican ballads and shows that in spite of long-dominant patriarchal ideology, the Âcorridos reveal the presence of self-confident women throughout Mexican history. Included are a discography, a detailed bibliography of Âcorrido collections, and several photographs of Âsoldaderas from the internationally famous Augustin Casasola collection.",['María Herrera-Sobek'],http://books.google.com/books/content?id=9-8JGOdbCD4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=9-8JGOdbCD4C&printsec=frontcover&dq=Corrido&hl=&cd=1&source=gbs_api,Indiana University Press,1993,http://books.google.com/books?id=9-8JGOdbCD4C&dq=Corrido&hl=&source=gbs_api,['Literary Criticism'],1.0,25.4
455,One on One with Jack Welch,,,,,,,,,,22.28
456,"The Deer Book Vol 3 (counted cross stitch, CK198)",,,,,,,,,,31.39
457,"Santa Fe Trail (Trail Drive Ser., Vol. 10)",,['United States. National Park Service'],http://books.google.com/books/content?id=TO5KCJ3V2OsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=TO5KCJ3V2OsC&pg=PA7&dq=Santa+Fe+Trail+(Trail+Drive+Ser.,+Vol.+10)&hl=&cd=1&source=gbs_api",,1990,https://play.google.com/store/books/details?id=TO5KCJ3V2OsC&source=gbs_api,['Historic sites'],,19.73
458,Artists' Guide to the Gimp,"As a full-featured, free alternative to Adobe Photoshop, GIMP is one of the world's most popular open source projects. The latest version of GIMP (2.8) brings long-awaited improvements and powerful new tools to make graphic design and photo manipulation even easier—but it's still a notoriously challenging program to use. The Artist's Guide to GIMP teaches you how to use GIMP without a tedious list of menu paths and options. Instead, as you follow along with Michael J. Hammel's step-by-step instructions, you'll learn to produce professional-looking advertisements, apply impressive photographic effects, and design cool logos and text effects. These extensively illustrated tutorials are perfect for hands-on learning or as templates for your own artistic experiments. After a crash course in GIMP's core tools like brushes, patterns, selections, layers, modes, and masks, you'll learn: –Photographic techniques to clean up blemishes and dust, create sepia-toned antique images, swap colors, produce motion blurs, alter depth of field, simulate a tilt-shift, and fix rips in an old photo –Web design techniques to create navigation tabs, icons, fancy buttons, backgrounds, and borders –Type effects to create depth, perspective shadows, metallic and distressed text, and neon and graffiti lettering –Advertising effects to produce movie posters and package designs; simulate clouds, cracks, cloth, and underwater effects; and create specialized lighting Whether you're new to GIMP or you've been playing with this powerful software for years, you'll be inspired by the original art, creative photo manipulations, and numerous tips for designers. Covers GIMP 2.8",['Michael Hammel'],http://books.google.com/books/content?id=fH6LBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=fH6LBAAAQBAJ&printsec=frontcover&dq=Artists%27+Guide+to+the+Gimp&hl=&cd=1&source=gbs_api,No Starch Press,2012-06-12,http://books.google.nl/books?id=fH6LBAAAQBAJ&dq=Artists%27+Guide+to+the+Gimp&hl=&source=gbs_api,['Computers'],,25.11
459,More Prime Time Activities with Kids,,,,,,,,,,18.19
460,Fiasco: A History of Hollywood's Iconic Flops,"Offers the facts on all the gossip, the grosses, and the egregious ego battles behind the fifteen most notorious big-screen disasters in Hollywood history.",['James Robert Parish'],http://books.google.com/books/content?id=3fsaAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=3fsaAQAAIAAJ&q=Fiasco:+A+History+of+Hollywood%27s+Iconic+Flops&dq=Fiasco:+A+History+of+Hollywood%27s+Iconic+Flops&hl=&cd=1&source=gbs_api,John Wiley & Sons Incorporated,2006,http://books.google.com/books?id=3fsaAQAAIAAJ&dq=Fiasco:+A+History+of+Hollywood%27s+Iconic+Flops&hl=&source=gbs_api,['Performing Arts'],3.0,88.44
461,Real Gorgeous: The Truth about Body and Beauty,"Emphasizes that every body type is normal and beautiful, and dispels many of the myths about physical beauty",['Kaz Cooke'],http://books.google.com/books/content?id=9EqGPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=9EqGPwAACAAJ&dq=Real+Gorgeous:+The+Truth+about+Body+and+Beauty&hl=&cd=1&source=gbs_api,,2008-10-10,http://books.google.com/books?id=9EqGPwAACAAJ&dq=Real+Gorgeous:+The+Truth+about+Body+and+Beauty&hl=&source=gbs_api,['Health & Fitness'],2.0,33.7
462,The Visualization Toolkit: An Object Oriented Approach to 3D Graphics 3rd Edition,"This Java-built ""Visualization Toolkit (VTK)"" will enable readers to represent any set of data--medical, scientific, or financial--in 3D. Users will learn to build 3D Java applets with the VTK software on the CD-ROM. The book covers Web applications like VRML, Java, and Java3D.","['Will Schroeder', 'Ken Martin', 'Bill Lorensen']",,http://books.google.com/books?id=rx4vPwAACAAJ&dq=The+Visualization+Toolkit:+An+Object+Oriented+Approach+to+3D+Graphics+3rd+Edition&hl=&cd=1&source=gbs_api,Ingram,2006,http://books.google.com/books?id=rx4vPwAACAAJ&dq=The+Visualization+Toolkit:+An+Object+Oriented+Approach+to+3D+Graphics+3rd+Edition&hl=&source=gbs_api,['Computer graphics'],,23.34
463,The Successful Family: Everything You Need to Know to Build a Stronger Family,"Two of America's best-known pastors shed light on how God sees the family, while sharing strategies to enable every family to uncover problem areas, break generational curses, and establish new habits and behavior patterns. (Christian)","['Creflo A. Dollar', 'Taffi L. Dollar']",http://books.google.com/books/content?id=3HY_PQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=3HY_PQAACAAJ&dq=The+Successful+Family:+Everything+You+Need+to+Know+to+Build+a+Stronger+Family&hl=&cd=1&source=gbs_api,,2002,http://books.google.com/books?id=3HY_PQAACAAJ&dq=The+Successful+Family:+Everything+You+Need+to+Know+to+Build+a+Stronger+Family&hl=&source=gbs_api,['Religion'],2.0,36.85
464,Sugar & Spice,,['United States. Congress. Senate. Committee on Agriculture and Forestry'],http://books.google.com/books/content?id=FPf7L0Zx2DQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=FPf7L0Zx2DQC&pg=PA25&dq=Sugar&hl=&cd=1&source=gbs_api,,1919,https://play.google.com/store/books/details?id=FPf7L0Zx2DQC&source=gbs_api,,,31.31
465,The Headmaster: Frank L. Boyden of Deerfield,"Starting in 1902 at a country school that had an enrollment of fourteen, Frank Boyden built an academy that has long since taken its place on a level with Andover and Exeter. Boyden, who died in 1972, was the school's headmaster for sixty-six years. John McPhee portrays a remarkable man ""at the near end of a skein of magnanimous despots who...created enduring schools through their own individual energies, maintained them under their own absolute rule, and left them forever imprinted with their own personalities."" More than simply a portrait of the Headmaster of Deerfield Academy, it is a revealing look at the nature of private school education in America.",['John McPhee'],http://books.google.com/books/content?id=5cZgHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=5cZgHAAACAAJ&dq=The+Headmaster:+Frank+L.+Boyden+of+Deerfield&hl=&cd=1&source=gbs_api,"Farrar, Straus and Giroux",1992-09-01,http://books.google.com/books?id=5cZgHAAACAAJ&dq=The+Headmaster:+Frank+L.+Boyden+of+Deerfield&hl=&source=gbs_api,['Biography & Autobiography'],1.0,29.65
466,Barnaby rudge: A Tale of the Riots of 'Eighty (Collected Works of Charles Dickens),,['Charles DICKENS'],,http://books.google.com/books?id=GL_JYgEACAAJ&dq=Barnaby+rudge:+A+Tale+of+the+Riots+of+%27Eighty+(Collected+Works+of+Charles+Dickens)&hl=&cd=1&source=gbs_api,,,http://books.google.com/books?id=GL_JYgEACAAJ&dq=Barnaby+rudge:+A+Tale+of+the+Riots+of+%27Eighty+(Collected+Works+of+Charles+Dickens)&hl=&source=gbs_api,,,45.02
467,Dictionaries and That Dictionary,For beginning students of the English language and prospective teachers of English. Part one is for dictionary study. Part two is for the writing of a paper based on source materials.,"['James Sledd', 'Wilma R. Ebbitt']",http://books.google.com/books/content?id=VCYGAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=VCYGAQAAIAAJ&dq=Dictionaries+and+That+Dictionary&hl=&cd=1&source=gbs_api,,1962,http://books.google.com/books?id=VCYGAQAAIAAJ&dq=Dictionaries+and+That+Dictionary&hl=&source=gbs_api,['Encyclopedias and dictionaries'],,48.36
468,The Neverending Story,"Shy, awkward Bastian is amazed to discover that he has become a character in the mysterious book he is reading and that he has an important mission to fulfill.",['Michael Ende'],http://books.google.com/books/content?id=GxRUEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=GxRUEAAAQBAJ&printsec=frontcover&dq=The+Neverending+Story&hl=&cd=1&source=gbs_api,Penguin,1997,http://books.google.com/books?id=GxRUEAAAQBAJ&dq=The+Neverending+Story&hl=&source=gbs_api,['Juvenile Fiction'],29.0,25.4
469,Bodywise,"Bodywise is based on Joseph Heller's own brand of deep-tissue bodywork, which makes the connection between life issues and natural bodily alignment, and shows how to restore the body's natural balance. The book teaches readers how to regain control and become a full-time owner of their bodies. Part One explains the way the body works, in everyday life as well as in the structures of consciousness. Part Two takes the reader on a guided tour of the Hellerwork experience.","['Joseph Heller', 'William Henkin']",http://books.google.com/books/content?id=dzG2E42O5g8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=dzG2E42O5g8C&printsec=frontcover&dq=Bodywise&hl=&cd=1&source=gbs_api,North Atlantic Books,2004-10-20,http://books.google.com/books?id=dzG2E42O5g8C&dq=Bodywise&hl=&source=gbs_api,['Health & Fitness'],,24.83
470,Microsoft Isa Configuration and Administration,"Microsoft ISA Configuration and Administration The Know-How You Need for a Successful ISA Server Implementation In this hands-on guide, Microsoft networking expert Curt Simmons shows you step-by-step how to deploy Microsoft Internet Security and Acceleration Server, from initial installation and configuration to administration and troubleshooting. In-depth coverage of the issues you'll face, plenty of real-world examples, and helpful appendixes on TCP/IP and the Microsoft Management Console make this an indispensable resource - the one book you need for a successful ISA Server implementation. Proven Solutions to ISA Server challenges * Understand ISA Server architecture and requirements * Plan your implementation * Install ISA Server * Get a handle on enterprise and array policies * Configure and manage arrays, the ISA Server cache, and ISA clients * Set up the ISA firewall * Fine-tune packet filters, bandwidth rules, and application filters * Publish with the ISA Server * Monitor and troubleshoot the ISA Server Bonus CD-ROM Includes * 120-day evaluation version of Microsoft Internet Security and Acceleration Server 2000 Enterprise Edition System Requirements * PC with 300 MHz or higher Pentium II running Windows 2000 Server with Service Pack 1 or later, or Windows 2000 Datacenter Server operating system * 256MB of RAM; 20MB of available hard-disk space * Windows 2000 compatible network adapter, modem, or ISDN adapter www.mandtbooks.com",['Curt Simmons'],http://books.google.com/books/content?id=TNZnfgO9lOYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=TNZnfgO9lOYC&q=Microsoft+Isa+Configuration+and+Administration&dq=Microsoft+Isa+Configuration+and+Administration&hl=&cd=1&source=gbs_api,Wiley,2001-05-15,http://books.google.com/books?id=TNZnfgO9lOYC&dq=Microsoft+Isa+Configuration+and+Administration&hl=&source=gbs_api,['Computers'],,28.86
471,The Masters,Provides stories and highlights from the Masters from its inception up through 2018.,['David Sowell'],http://books.google.com/books/content?id=B4QUEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=B4QUEAAAQBAJ&pg=PA203&dq=The+Masters&hl=&cd=1&source=gbs_api,,2021-03,http://books.google.nl/books?id=B4QUEAAAQBAJ&dq=The+Masters&hl=&source=gbs_api,['Sports & Recreation'],,10.48
472,The Aztecs (Peoples of America),"The Aztecs brings to life one of the best-known indigenouscivilizations of the Americas in a vivid, comprehensive account ofthe ancient Aztecs. A thorough examination of Aztec origins and civilizationincluding religion, science, and thought Incorporates the latest archaeological excavations and researchinto explanations of the Spanish conquest and the continuity ofAztec culture in Central Mexico Expanded coverage includes key topics such as writing, music,royal tombs, and Aztec predictions of the end of the world",['Michael E. Smith'],http://books.google.com/books/content?id=WaEyJ9zWZDgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=WaEyJ9zWZDgC&printsec=frontcover&dq=The+Aztecs+(Peoples+of+America)&hl=&cd=1&source=gbs_api,John Wiley & Sons,2013-03-01,https://play.google.com/store/books/details?id=WaEyJ9zWZDgC&source=gbs_api,['History'],2.0,15.52
473,Escort;: The battle of the Atlantic,"The pursuit of German U-boats in the Battle of the Atlantic has long been considered one of the most exciting stories of World War II. This definitive study takes readers into the cockpits and onto the flight decks of the versatile and hardy U.S. escort carriers (CVEs) to tell of their vital, yet little-known contribution to the anti-U-boat campaign. Sailing apart from the Allied convoys, the CVE captains had complete freedom of action and frequently took their ships on ""hunt and kill"" missions against the enemy. The German submarines were allowed no respite and no place to relax without the fear of discovery. World War II historian William Y'Blood explains that in the eighteen months between the spring of 1943, when the escort carriers began to prowl the Atlantic, to November 1944, the average number of U-boats in daily operation was reduced from 108 to a mere 31. Though land-based aircraft, various support groups, and the convoy system itself helped win the Battle of the Atlantic, the escort carrier groups' influence was profound. In addition to documenting the escort carriers' exciting operational history, the author also traces the CVE's development and construction and examines its tactical and strategic uses.","[""William T. Y'Blood""]",http://books.google.com/books/content?id=H6f6VLTgSSAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=H6f6VLTgSSAC&printsec=frontcover&dq=Escort%3B:+The+battle+of+the+Atlantic&hl=&cd=1&source=gbs_api,Naval Institute Press,2012-10-11,https://play.google.com/store/books/details?id=H6f6VLTgSSAC&source=gbs_api,['History'],,65.59
474,American Book of Tables,"The Michelsen Book of Tables combines two prior books, The American Book of Tables and The Koch Book of Tables, into one volume that contains tables for both Placidus and Koch house systems, Tables of Diurnal Motion to minimize math calculations, Time Zones of the World (names and hours from Greenwich), Solar-Sidereal Time Correction, Time Correction for Longitude log tables, Universal to Ephemeris Time Correction (Delta T), various interpolation tables and more. Also included is an extensive list of major USA and international cities with longitudes and latitudes, such that with this book and your ephemeris you can calculate precise planetary positions and correct house cusps for a great many locations. Add The American Atlas or The International Atlas plus your American Ephemeris or New American Ephemeris for the years needed, and you're equipped to do accurate charts for anywhere in the world. A special bonus section ""How to Cast a Natal Horoscope,"" by Rob Hand and Joshua Brackett, offers complete step-by-step instructions on erecting a horoscope, painlessly and accurately, plus explanations of tables and of the Koch and Placidus house systems and how each is derived. An understanding of horoscope calculation is highly useful even for those who use computer software to produce charts because one is then aware when a chart is wrong though that occasional error in data entry. Also, chart calculation is an essential skill for those seeking professional certification in astrology.","['Neil F. Michelsen', 'Rique Pottenger']",http://books.google.com/books/content?id=JXkFQwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=JXkFQwAACAAJ&dq=American+Book+of+Tables&hl=&cd=1&source=gbs_api,,2009,http://books.google.com/books?id=JXkFQwAACAAJ&dq=American+Book+of+Tables&hl=&source=gbs_api,"['Body, Mind & Spirit']",,75.38
475,Tarascon Pocket Pharmacopoeia 2004 Classic Edition,,,,http://books.google.com/books?id=IjfVxwEACAAJ&dq=Tarascon+Pocket+Pharmacopoeia+2004+Classic+Edition&hl=&cd=1&source=gbs_api,,2004,http://books.google.com/books?id=IjfVxwEACAAJ&dq=Tarascon+Pocket+Pharmacopoeia+2004+Classic+Edition&hl=&source=gbs_api,['Drugs'],,29.24
476,The Battle for Jerusalem,,['Abraham Rabinovich'],http://books.google.com/books/content?id=dr1tAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=dr1tAAAAMAAJ&q=The+Battle+for+Jerusalem&dq=The+Battle+for+Jerusalem&hl=&cd=1&source=gbs_api,Jewish Publication Society of America,1987,http://books.google.com/books?id=dr1tAAAAMAAJ&dq=The+Battle+for+Jerusalem&hl=&source=gbs_api,"['Israel-Arab War, 1967']",1.0,44.18
477,Tenor Voice,"Performance demands on the tenor exceed those of every other vocal category, often necessitating more vocal stamina and greater dramatic subtlety. Moreover, teaching the several categories of the tenor voice presents teachers of singing with a series of problems not encountered with any other voice type. The tenor voice remains, in short, a mystery to most audiences and teachers alike. Training Tenor Voices presents a unique combination of historical and pedagogical information on how tenors sing. Designed as a practical program for singers, teachers, and voice professionals, the book places emphasis on the special nature of the tenor voice and the proper physiological functioning that leads to the establishment of vocal proficiency. It supplies practical information on instruction for each category of the tenor voice; recommends the kinds of literature to sing and to avoid; and provides an effective system for voice building, including registration factors, techniques for breath coordination, vowel modification (""covering""), resonance balancing, range extension, the development of vocal agility, and maintaining the high tessitura and sostenuto. The book also includes dozens of technical exercises; numerous anatomical illustrations; musical examples; the International Phonetic Alphabet (IPA) symbols; unique spectrographic analyses of such famous tenors as Jussi Bjoerling, Franco Corelli, Placido Domingo and Luciano Pavarotti; a glossary of terms; and a bibliography.",['Richard Miller'],http://books.google.com/books/content?id=eiYrAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=eiYrAQAAIAAJ&dq=Tenor+Voice&hl=&cd=1&source=gbs_api,Cengage Learning,1993,http://books.google.com/books?id=eiYrAQAAIAAJ&dq=Tenor+Voice&hl=&source=gbs_api,['Music'],1.0,38.69
478,The Ramayana: A Modern Translation,,"['Ramesh Menon', 'Ramesh']",,http://books.google.com/books?id=K85fuAAACAAJ&dq=The+Ramayana:+A+Modern+Translation&hl=&cd=1&source=gbs_api,,2010,http://books.google.com/books?id=K85fuAAACAAJ&dq=The+Ramayana:+A+Modern+Translation&hl=&source=gbs_api,['Rāma (Hindu deity)'],,150.0
479,Self-Healing: A Subliminal Persuasion/Self Hypnosis,"Everybody has some character trait he or she would like to change, and there are many techniques available to facilitate these changes. Unfortunately, many of them are either impractical or expensive—or both! Most people are somewhat familiar with hypnosis and subliminal technology but are reluctant to use them as serious self-help tools. In large part this is due to the fact that they’ve been mired in mystique, urban legend, and disinformation. The truth is that both self-hypnosis and subliminal communication are backed by extensive research that demonstrates their efficacy. More important, once learned, they can be customized for any situation and used almost anytime and anywhere. Join Eldon Taylor on your own self-improvement exploration using the tools in this book and on the accompanying audio download. Experience hypnosis and subliminal patterning for yourself!",['Eldon Taylor'],http://books.google.com/books/content?id=qSBnDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=qSBnDwAAQBAJ&printsec=frontcover&dq=Self-Healing:+A+Subliminal+Persuasion/Self+Hypnosis&hl=&cd=1&source=gbs_api,"Hay House, Inc",2012-10-08,https://play.google.com/store/books/details?id=qSBnDwAAQBAJ&source=gbs_api,['Self-Help'],,57.96
