,Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount,price
0,Japanese Baseball: A Statistical Handbook,"This book—the first in the English language to contain an exhaustive collection of Japanese baseball data—presents basic statistical information and listings for every Japanese professional baseball season from 1936 through 1997. The first part contains yearly breakdowns of team standings; qualifiers for batting and earned run championships; leaders in home runs, runs batted in, wins and strikeouts; all-star game results; Japan Series results; Best Nine selections; Gold Glove selections; and award winners. Sections on career records and single-season records are provided in the second part of this work. Appendices list no-hit, no-run games, Japanese Hall of Famers, and records of foreign tours of Japan by professional teams.",['Daniel E. Johnson'],http://books.google.com/books/content?id=gg1eCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=gg1eCgAAQBAJ&printsec=frontcover&dq=Japanese+Baseball:+A+Statistical+Handbook&hl=&cd=1&source=gbs_api,McFarland,2015-08-13,https://play.google.com/store/books/details?id=gg1eCgAAQBAJ&source=gbs_api,['Sports & Recreation'],,42.45
1,I Take Thee Serenity,"Serenity Ross looks forward to a simple Quaker wedding, unaware that the preparations will change her love",['Daisy Newman'],http://books.google.com/books/content?id=zAfLra07zhEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=zAfLra07zhEC&q=I+Take+Thee+Serenity&dq=I+Take+Thee+Serenity&hl=&cd=1&source=gbs_api,Macmillan Reference USA,1994,http://books.google.com/books?id=zAfLra07zhEC&dq=I+Take+Thee+Serenity&hl=&source=gbs_api,['Fiction'],1.0,30.9
2,Child of Storm,"In the novel Child of Storm, H. Rider Haggard's most famous character, Allan Quatermain, continues to indulge his penchant for globe-trotting adventure in a tumultuous journey across Africa. Upon his arrival, he discovers that one of his closest friends has fallen head over heels in love with one of the most beautiful -- and dangerous -- women in the world, and he will stop at nothing to win this accused witch's affection. Will Quatermain be able to intervene before it's too late -- or will he succumb to the vixen's charms, as well?",['H. Rider Haggard'],http://books.google.com/books/content?id=_o0M2JF1608C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=_o0M2JF1608C&printsec=frontcover&dq=Child+of+Storm&hl=&cd=1&source=gbs_api,The Floating Press,2012-01-01,https://play.google.com/store/books/details?id=_o0M2JF1608C&source=gbs_api,['Fiction'],,45.78
3,"Familias Exitosas/ Successful Families: Evaluacion, Tratamiento E Intervencion/ Assessment and Intervention (Terapia Familiar/ Family Therapy) (Spanish Edition)",,,,,,,,,,70.92
4,Cosmopolis: the Hidden Agenda of Modernity,"In the seventeenth century, a vision arose which was to captivate the Western imagination for the next three hundred years: the vision of Cosmopolis, a society as rationally ordered as the Newtonian view of nature. While fueling extraordinary advances in all fields of human endeavor, this vision perpetuated a hidden yet persistent agenda: the delusion that human nature and society could be fitted into precise and manageable rational categories. Stephen Toulmin confronts that agenda—its illusions and its consequences for our present and future world. ""By showing how different the last three centuries would have been if Montaigne, rather than Descartes, had been taken as a starting point, Toulmin helps destroy the illusion that the Cartesian quest for certainty is intrinsic to the nature of science or philosophy.""—Richard M. Rorty, University of Virginia ""[Toulmin] has now tackled perhaps his most ambitious theme of all. . . . His aim is nothing less than to lay before us an account of both the origins and the prospects of our distinctively modern world. By charting the evolution of modernity, he hopes to show us what intellectual posture we ought to adopt as we confront the coming millennium.""—Quentin Skinner, New York Review of Books","['Stephen Toulmin', 'Stephen Edelston Toulmin']",http://books.google.com/books/content?id=6bYgQ26xGXMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=6bYgQ26xGXMC&printsec=frontcover&dq=Cosmopolis:+the+Hidden+Agenda+of+Modernity&hl=&cd=1&source=gbs_api,University of Chicago Press,1992-11,http://books.google.com/books?id=6bYgQ26xGXMC&dq=Cosmopolis:+the+Hidden+Agenda+of+Modernity&hl=&source=gbs_api,['History'],1.0,29.46
5,Across the River and Into the Trees - Jonathan Cape Publishers - 1950 - True First Edition,"In the fall of 1948, Ernest Hemingway made his first extended visit to Italy in thirty years. His reacquaintance with Venice, a city he loved, provided the inspiration for Across the River and into the Trees, the story of Richard Cantwell, a war-ravaged American colonel stationed in Italy at the close of the Second World War, and his love for a young Italian countess. A poignant, bittersweet homage to love that overpowers reason, to the resilience of the human spirit, and to the worldweary beauty and majesty of Venice, Across the River and into the Trees stands as Hemingway's statement of defiance in response to the great dehumanizing atrocities of the Second World War. Hemingway's last full-length novel published in his lifetime, it moved John O'Hara in The New York Times Book Review to call him ""the most important author since Shakespeare.""",['Ernest Hemingway'],http://books.google.com/books/content?id=TY8BgIdcUAwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=TY8BgIdcUAwC&printsec=frontcover&dq=Across+the+River+and+Into+the+Trees+-+Jonathan+Cape+Publishers+-+1950+-+True+First+Edition&hl=&cd=1&source=gbs_api,Simon and Schuster,2002-07-25,https://play.google.com/store/books/details?id=TY8BgIdcUAwC&source=gbs_api,['Fiction'],15.0,29.46
6,"Bury My Heart In Birmingham, the Lamar Weaver Story: Warriors Of The Civil Rights Movement","This book is about the courage and dedication of many unsung heroes of the early Civil Rights Movement. It is a book that tells the story of how one White man had the courage of his convictions to fight for the rights of Blacks in Birmingham, Alabama and through out the South. It is the story of how an ordinary White man with extraordinary courage joined ordinary Blacks to fight together to end injustice and bigotry in the South. It is a book of how he narrowly survived numerous attempts on his life, while the Ku Klux Klan pursued him all over the South.","['Lamar Weaver', 'Rueben Jackson']",http://books.google.com/books/content?id=GlsuBhMK2pwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=GlsuBhMK2pwC&printsec=frontcover&dq=Bury+My+Heart+In+Birmingham,+the+Lamar+Weaver+Story:+Warriors+Of+The+Civil+Rights+Movement&hl=&cd=1&source=gbs_api",iUniverse,2001-06-01,"http://books.google.com/books?id=GlsuBhMK2pwC&dq=Bury+My+Heart+In+Birmingham,+the+Lamar+Weaver+Story:+Warriors+Of+The+Civil+Rights+Movement&hl=&source=gbs_api",['Biography & Autobiography'],,72.94
7,The psychology of Biblical interpretation,,['Cedric B. Johnson'],http://books.google.com/books/content?id=G7LYAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=G7LYAAAAMAAJ&dq=The+psychology+of+Biblical+interpretation&hl=&cd=1&source=gbs_api,,1983,http://books.google.nl/books?id=G7LYAAAAMAAJ&dq=The+psychology+of+Biblical+interpretation&hl=&source=gbs_api,['Bible'],,48.6
8,How to Read Music: Fundamentals of Music Notation Made Easy,"Discarding musical jargon, Evans explains how notes are named, how they are written, and how to read a melody, discusses lesser-known musical signs and words, and provides a handy dictionary of terms",['Roger Evans'],http://books.google.com/books/content?id=fEoxAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=fEoxAAAACAAJ&dq=How+to+Read+Music:+Fundamentals+of+Music+Notation+Made+Easy&hl=&cd=1&source=gbs_api,Three Rivers Press,1995,http://books.google.com/books?id=fEoxAAAACAAJ&dq=How+to+Read+Music:+Fundamentals+of+Music+Notation+Made+Easy&hl=&source=gbs_api,['Music'],1.0,26.19
9,Pulled Thread and Florentine Embroidery Patterns,,['Jane D. Zimmerman'],,http://books.google.com/books?id=isvEHAAACAAJ&dq=Pulled+Thread+and+Florentine+Embroidery+Patterns&hl=&cd=1&source=gbs_api,,1976,http://books.google.com/books?id=isvEHAAACAAJ&dq=Pulled+Thread+and+Florentine+Embroidery+Patterns&hl=&source=gbs_api,['Embroidery'],,43.44
10,Strange Jazz,"From plucking antique furniture from abandoned rural Kansas homes, to exploring the wild underbelly of New York, narrator Jack Pierce describes the decline of his hometown and the kaleidoscopic New York he's privy to as a music critic. Jack is troubled by the rising tension between his two younger brothers: Benji -- a quintessential Wall Street Yuppie bent on becoming the next Donald Trump -- and Archie -- an idealistic intern at the New York Times. Archie and Benji clash after the Tompkins Square Riots, when Archie turns Benji's largest building into a shelter for homeless people. When Benji finds out, he takes matters into his own hands. Jack tries to mediate, only to be kidnapped by a female Coca-Cola-addicted drug lord who develops a crush on Jack. Jazz, poetry, the wheat fields of Kansas, the colorful cast of characters from their dying home town, the edgiest and most beautiful New Yorkers, all are notes and chords in this wonderful symphony of a novel.",['Steve Hermanos'],http://books.google.com/books/content?id=m9copKG9nPYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=m9copKG9nPYC&pg=PR7&dq=Strange+Jazz&hl=&cd=1&source=gbs_api,iUniverse,2001-01-01,http://books.google.com/books?id=m9copKG9nPYC&dq=Strange+Jazz&hl=&source=gbs_api,['Fiction'],,26.27
11,"Coping with the Dangers of Tattooing, Body Piercing, and Branding",Gives information needed to make an informed decision about body modification including the laws and safety regulations surrounding this business.,['Beth Wilkinson'],http://books.google.com/books/content?id=FNwgkXnfsq4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=FNwgkXnfsq4C&q=Coping+with+the+Dangers+of+Tattooing,+Body+Piercing,+and+Branding&dq=Coping+with+the+Dangers+of+Tattooing,+Body+Piercing,+and+Branding&hl=&cd=1&source=gbs_api",Hazelden Publishing & Educational Services,1999-04,"http://books.google.nl/books?id=FNwgkXnfsq4C&dq=Coping+with+the+Dangers+of+Tattooing,+Body+Piercing,+and+Branding&hl=&source=gbs_api",['Art'],,26.24
12,Sputnik: The Shock of the Century (Science Matters),"On October 4, 1957, the day Leave It to Beaver premiered on American television, the Soviet Union launched the space age. Sputnik, all of 184 pounds with only a radio transmitter inside its highly polished shell, became the first artificial satellite in space; while it immediately shocked the world, its long-term impact was even greater, for it profoundly changed the shape of the twentieth century. Paul Dickson chronicles the dramatic events and developments leading up to and resulting from Sputnik's launch. Supported by groundbreaking, original research and many declassified documents, Sputnik offers a fascinating profile of the early American and Soviet space programs and a strikingly revised picture of the politics and personalities behind the facade of America's fledgling efforts to get into space. The U.S. public reaction to Sputnik was monumental. In a single weekend, Americans were wrenched out of a mood of national smugness and postwar material comfort. Initial shock at and fear of the Soviets' intentions galvanized the country and swiftly prompted innovative developments that define our world today. Sputnik directly or indirectly influenced nearly every aspect of American life: from an immediate shift toward science in the classroom to the arms race that defined the Cold War, the competition to reach the moon, and the birth of the internet. By shedding new light on a pivotal era, Dickson expands our knowledge of the world we now inhabit and reminds us that the story of Sputnik goes far beyond technology and the beginning of the space age, and that its implications are still being felt today.",['Paul Dickson'],http://books.google.com/books/content?id=XODEDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=XODEDwAAQBAJ&printsec=frontcover&dq=Sputnik:+The+Shock+of+the+Century+(Science+Matters)&hl=&cd=1&source=gbs_api,U of Nebraska Press,2019-12-27,https://play.google.com/store/books/details?id=XODEDwAAQBAJ&source=gbs_api,['History'],2.0,37.37
13,Don't Eat The Teacher!,"Sammy the shark is so excited about the first day of school, he tries to eat everything in his path.",['Nick Ward'],http://books.google.com/books/content?id=EKC4Uu1BZSUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=EKC4Uu1BZSUC&q=Don%27t+Eat+The+Teacher!&dq=Don%27t+Eat+The+Teacher!&hl=&cd=1&source=gbs_api,Scholastic Incorporated,1998,http://books.google.com/books?id=EKC4Uu1BZSUC&dq=Don%27t+Eat+The+Teacher!&hl=&source=gbs_api,"[""Children's stories""]",,12.72
14,Sweet Moment Desserts,,,,http://books.google.com/books?id=KsMyHQAACAAJ&dq=Sweet+Moment+Desserts&hl=&cd=1&source=gbs_api,,1965,http://books.google.com/books?id=KsMyHQAACAAJ&dq=Sweet+Moment+Desserts&hl=&source=gbs_api,['Desserts'],,13.98
15,Making Journals by Hand: 20 Creative Projects for Keeping Your Thoughts,,['Jason Thompson'],,http://books.google.nl/books?id=bhJKNAEACAAJ&dq=Making+Journals+by+Hand:+20+Creative+Projects+for+Keeping+Your+Thoughts&hl=&cd=1&source=gbs_api,,2000,http://books.google.nl/books?id=bhJKNAEACAAJ&dq=Making+Journals+by+Hand:+20+Creative+Projects+for+Keeping+Your+Thoughts&hl=&source=gbs_api,['Diaries'],1.0,25.0
16,Beaches of Oahu Rev Edition,"Now completely revised and updated, this edition of Beaches of O'ahu offers color photos of the island's spectacular beaches and coastline by photographer Mike Waggoner plus information on the historic and cultural significance of the island. 58 illustrations. 22 maps.",['John R. K. Clark'],http://books.google.com/books/content?id=u_ZbHX0wKtIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=u_ZbHX0wKtIC&pg=PT2&dq=Beaches+of+Oahu+Rev+Edition&hl=&cd=1&source=gbs_api,University of Hawaii Press,2004-11-30,http://books.google.nl/books?id=u_ZbHX0wKtIC&dq=Beaches+of+Oahu+Rev+Edition&hl=&source=gbs_api,['Travel'],,19.96
17,Channel dash;,"In February 1942, three of the major ships of the German surface fleet - the battle-cruisers Scharnhorst and Gneisenau, and the heavy cruiser Prinz Eugen - stormed out of the harbour at Brest on a dramatic voyage back to Germany. Passing through the straights of Dover, the ships faced everything the Royal Air Force and the Royal Navy could throw at them. In a dramatic running fight, the ships managed to sail right under the nose of history's greatest maritime nation to reach the safety of Germany. The brilliantly executed operation brought great humiliation to the British - Hitler, who had developed the plan, had judged perfectly the reaction of the British command to the Channel Dash. Repositioned, these fast, heavily armed ships went on to threaten the Allied Arctic convoys that kept Russia in the war at Stalingrad. This book tells the complete story of this great race, from the planning through to the repercussions of this unique Germany victory.",['Ken Ford'],http://books.google.com/books/content?id=f-RXvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=f-RXvgAACAAJ&dq=Channel+dash%3B&hl=&cd=1&source=gbs_api,Osprey Publishing,2012-02-21,http://books.google.com/books?id=f-RXvgAACAAJ&dq=Channel+dash%3B&hl=&source=gbs_api,['History'],,38.75
18,Letter on Yoga,"This intimate and insightful account of the life of Dr. Harry (Hari) Dickman, referred to by Swami Sivananda as “the yogi of the West,” features more than fifty years of correspondence between Dickman and well-known yoga masters such as Swami Sivananda, Ramana Maharshi, Paramhansa Yogananda, and almost one hundred others. Marion (Mugs) McConnell, Dickman’s student, has created a brilliant and loving tribute to her teacher, who founded the Latvian Yoga Society in the early 1930s and later spread his knowledge in the U.S. with the blessings of Paramhansa Yogananda, author of Autobiography of a Yogi. Offering a broad range of information on yoga history, theory, and techniques from a variety of different paths, Letters from the Yoga Masters contains a treasure trove of previously unavailable material and presents detailed teachings about pranayama, mudras, diet, and much more, all interwoven with stories and personal anecdotes. Taken together, the rare correspondence and personal chronicles provide an unparalleled glimpse into the life of a yogi, the development of yoga in the West, and the ways that spiritual wealth is disseminated across generations.",['Marion (Mugs) McConnell'],http://books.google.com/books/content?id=s4gpDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=s4gpDAAAQBAJ&printsec=frontcover&dq=Letter+on+Yoga&hl=&cd=1&source=gbs_api,North Atlantic Books,2016-06-07,http://books.google.com/books?id=s4gpDAAAQBAJ&dq=Letter+on+Yoga&hl=&source=gbs_api,['Health & Fitness'],,21.03
19,Technical reporting,,['Thomas Allen Reed'],http://books.google.com/books/content?id=CxJSAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=CxJSAAAAYAAJ&pg=PA58&dq=Technical+reporting&hl=&cd=1&source=gbs_api,,1886,https://play.google.com/store/books/details?id=CxJSAAAAYAAJ&source=gbs_api,['Shorthand reporting'],,16.34
20,"Press cuttings: A topical sketch, compiled from the editorial and correspondence columns of the daily papers","This work has been selected by scholars as being culturally important and is part of the knowledge base of civilization as we know it. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. To ensure a quality reading experience, this work has been proofread and republished using a format that seamlessly blends the original graphical elements with text in an easy-to-read typeface. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",['Bernard 1856-1950 Shaw'],http://books.google.com/books/content?id=8sW0zgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=8sW0zgEACAAJ&dq=Press+cuttings:+A+topical+sketch,+compiled+from+the+editorial+and+correspondence+columns+of+the+daily+papers&hl=&cd=1&source=gbs_api",Legare Street Press,2021-09-10,"http://books.google.com/books?id=8sW0zgEACAAJ&dq=Press+cuttings:+A+topical+sketch,+compiled+from+the+editorial+and+correspondence+columns+of+the+daily+papers&hl=&source=gbs_api",,,68.91
21,The Alienation of Reason: A History of Positivist Thought,,['Leszek Kołakowski'],http://books.google.com/books/content?id=o20IAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=o20IAAAAMAAJ&q=The+Alienation+of+Reason:+A+History+of+Positivist+Thought&dq=The+Alienation+of+Reason:+A+History+of+Positivist+Thought&hl=&cd=1&source=gbs_api,,1968,http://books.google.nl/books?id=o20IAAAAMAAJ&dq=The+Alienation+of+Reason:+A+History+of+Positivist+Thought&hl=&source=gbs_api,['Positivism'],,29.58
22,Shakespeare's Problem Plays,"A collection containing Alls Well that Ends Well, Measure for Measure, and The History of Troilus and Cressida",['William Shakespeare'],http://books.google.com/books/content?id=t_XsAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=t_XsAgAAQBAJ&printsec=frontcover&dq=Shakespeare%27s+Problem+Plays&hl=&cd=1&source=gbs_api,Simon and Schuster,2013-07-18,https://play.google.com/store/books/details?id=t_XsAgAAQBAJ&source=gbs_api,['Drama'],,34.25
23,"Biological and Toxin Weapons: Research, Development and Use from the Middle Ages to 1945 (Sipri Chemical and Biological Warfare Studies)","This interdisciplinary book analyses the origins of biological warfare planning and preparation up to the end of World War II. In the period between World War I and World War II, growing understanding of the propagation of disease lead to the fear that potential enemies might be developing biological weapons. Ultimately, several counries developed major biological warfare programmes during World War II. The relevance of these programmes to contemporary concerns is addressed. The World War II experiences related to biological weapons reinforce the arguments for adoption of a verification protocol to strengthen the 1972 Biological and Toxin Weapons Convention.",['Collectif'],http://books.google.com/books/content?id=ubzuAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=ubzuAAAAMAAJ&q=Biological+and+Toxin+Weapons:+Research,+Development+and+Use+from+the+Middle+Ages+to+1945+(Sipri+Chemical+and+Biological+Warfare+Studies)&dq=Biological+and+Toxin+Weapons:+Research,+Development+and+Use+from+the+Middle+Ages+to+1945+(Sipri+Chemical+and+Biological+Warfare+Studies)&hl=&cd=1&source=gbs_api",Oxford University Press on Demand,1999,"http://books.google.com/books?id=ubzuAAAAMAAJ&dq=Biological+and+Toxin+Weapons:+Research,+Development+and+Use+from+the+Middle+Ages+to+1945+(Sipri+Chemical+and+Biological+Warfare+Studies)&hl=&source=gbs_api",['History'],,16.24
24,The Bay Area Ridge Trail: Ridgetop Adventures Above San Francisco Bay,"The official guide to the over 230-mile Bay Area Ridge TRail. Eleven new trails and approximately 10 more miles await discovery in this new, redesigned edition. Maps by Ben Pease. Published in cooperation with the Bay Area Ridge Trail Council.",['Jean Rusmore'],http://books.google.com/books/content?id=AEJhVBDzICcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=AEJhVBDzICcC&dq=The+Bay+Area+Ridge+Trail:+Ridgetop+Adventures+Above+San+Francisco+Bay&hl=&cd=1&source=gbs_api,,2001-11,http://books.google.com/books?id=AEJhVBDzICcC&dq=The+Bay+Area+Ridge+Trail:+Ridgetop+Adventures+Above+San+Francisco+Bay&hl=&source=gbs_api,['Sports & Recreation'],,25.22
25,BIRTHRIGHT- Christian Do You Know Who You Are?,"David Needham asks ""Christian, do you know who you are?"" in this remarkable and easy-to-understand rerelease of his book about the Christian's birthright. He offers fresh insight into the theological problem of Christian identity, biblically based teaching, and a challenge for personal enrichment and further Bible study. Birthright achieves an excellent balance between the theological and the practical. The author's sincerity and candid writing style are guaranteed to buoy the spirits of readers.",['David C. Needham'],http://books.google.com/books/content?id=wt_4lmEGnOsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=wt_4lmEGnOsC&printsec=frontcover&dq=BIRTHRIGHT-+Christian+Do+You+Know+Who+You+Are%3F&hl=&cd=1&source=gbs_api,Multnomah,2011-02-23,https://play.google.com/store/books/details?id=wt_4lmEGnOsC&source=gbs_api,['Religion'],1.0,35.0
26,The New Penguin Atlas of Ancient History: Revised Edition,"The Penguin Atlas of Ancient History illustrates in a chronological series of maps, the evolution and flux of races in Europe, the Mediterranean area and the Near East. From 50,000 B.C. to the fourth century A.D., it is one of the most successful of the bestselling historical atlas series.",['Colin McEvedy'],http://books.google.com/books/content?id=dIlPEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=dIlPEAAAQBAJ&dq=The+New+Penguin+Atlas+of+Ancient+History:+Revised+Edition&hl=&cd=1&source=gbs_api,Penguin,2003-05-27,http://books.google.nl/books?id=dIlPEAAAQBAJ&dq=The+New+Penguin+Atlas+of+Ancient+History:+Revised+Edition&hl=&source=gbs_api,['History'],,18.62
27,Iwao Yamawaki,"Iwao Yamawaki (1898-1987) étudie l'architecture à l'école des beaux-arts de Tokyo. En 1930, il interrompt sa carrière architecturale, et décide de partir pour l'Allemagne et d'étudier au Bauhaus de Dessau. Voici ses recherches photographiques de sa période Bauhaus.",['Iwao Yamawaki'],http://books.google.com/books/content?id=8bRvQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=8bRvQgAACAAJ&dq=Iwao+Yamawaki&hl=&cd=1&source=gbs_api,Steidl Dap,1999,http://books.google.com/books?id=8bRvQgAACAAJ&dq=Iwao+Yamawaki&hl=&source=gbs_api,['Photography'],,39.96
28,Cambridge Companion to Conducting,,,,,,,,,,24.52
29,Liberation theology,"This is the credo and seminal text of the movement which was later characterized as liberation theology. The book burst upon the scene in the early seventies, and was swiftly acknowledged as a pioneering and prophetic approach to theology which famously made an option for the poor, placing the exploited, the alienated, and the economically wretched at the centre of a programme where ""the oppressed and maimed and blind and lame"" were prioritized at the expense of those who either maintained the status quo or who abused the structures of power for their own ends. This powerful, compassionate and radical book attracted criticism for daring to mix politics and religion in so explicit a manner, but was also welcomed by those who had the capacity to see that its agenda was nothing more nor less than to give ""good news to the poor"", and redeem God's people from bondage.",['Gustavo Guti\x8eerrez'],http://books.google.com/books/content?id=_65XWzMCx8UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=_65XWzMCx8UC&printsec=frontcover&dq=Liberation+theology&hl=&cd=1&source=gbs_api,Orbis Books,1988-01-01,http://books.google.com/books?id=_65XWzMCx8UC&dq=Liberation+theology&hl=&source=gbs_api,['Religion'],2.0,28.62
30,Vindictive Wo-Men: Keep Your Enemies Close,"Contains stories about women and men who are overtaken by jealousy and hatred, as well as, drugs, deceit and hatred.",['Valencia Williams'],http://books.google.com/books/content?id=dX50AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=dX50AAAACAAJ&dq=Vindictive+Wo-Men:+Keep+Your+Enemies+Close&hl=&cd=1&source=gbs_api,Williams Sisters Publication G,2006-01-01,http://books.google.com/books?id=dX50AAAACAAJ&dq=Vindictive+Wo-Men:+Keep+Your+Enemies+Close&hl=&source=gbs_api,['Fiction'],1.0,24.51
31,The NIV Serendipity Bible for Study Groups: Contains the Complete New International Version Text,,,,,,,,,,83.61
32,Chicken Soup for the Horse Lover's Soul: Inspirational Stories About Horses and the People Who Love Them (Chicken Soup for the Soul),"Chicken Soup for the Horse Lover's Soul is filled with inspiring stories of rescue and rehabilitation, heartbreaking losses, dedication and commitment, and positive messages of responsibility and unconditional love.","['Jack Canfield', 'Mark Victor Hansen']",http://books.google.com/books/content?id=Kkr9mrI4a60C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=Kkr9mrI4a60C&printsec=frontcover&dq=Chicken+Soup+for+the+Horse+Lover%27s+Soul:+Inspirational+Stories+About+Horses+and+the+People+Who+Love+Them+(Chicken+Soup+for+the+Soul)&hl=&cd=1&source=gbs_api,Simon and Schuster,2012-08-07,https://play.google.com/store/books/details?id=Kkr9mrI4a60C&source=gbs_api,['Self-Help'],3.0,32.89
33,The Best of Rumpole: Chosen By the Author,"Horace Rumpole lives alongside Mr Pickwick and Bertie Wooster as one of the immortal comic characters in English fiction. With his curmudgeonly wit, his literary allusions, his disdain for personal ambition and his lack of pomposity, he has, in the words of the Daily Telegraph, 'ascended to the pantheon of literary immortals'. Over a period of thirty years, beginning in the late 1970s, John Mortimer wrote almost eighty Rumpole stories (as well as four Rumpole novels). During that time the world changed dramatically with the result that late in his career Rumpole found himself defending hunt-saboteurs and alleged Islamic terrorists. But the old boy himself remained the same: committed to defending the apparently indefensible, trusting of the good sense of a jury and scornful of the law's pomposities - values he carried with him wherever he practised, whether he was defending a murderer down at the Bailey or someone up on a spot of assault at the Uxbridge Magistrates Court. And when the day was over, it was a quick nip into Pommeroy's Wine Bar for a glass or two of Chateau Thames Embankment before the tube home to She Who Must Be Obeyed in Foxbury Mansions. Forever Rumpole contains seven stories originally chosen by the author himself in 1993 as his favourites to that point, together with a further seven from the later period and the opening chapters of a Rumpole novel that Sir John was working on when he died in January 2009. With an introduction by Ann Mallalieu, fellow lawyer and for many years Sir John's colleague in practice, Forever Rumpole offers the very best of Horace Rumpole.",['John Mortimer'],http://books.google.com/books/content?id=yvyjkQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=yvyjkQEACAAJ&dq=The+Best+of+Rumpole:+Chosen+By+the+Author&hl=&cd=1&source=gbs_api,,2011,http://books.google.com/books?id=yvyjkQEACAAJ&dq=The+Best+of+Rumpole:+Chosen+By+the+Author&hl=&source=gbs_api,['Detective and mystery stories'],1.0,19.51
34,South of the Rio Grande,,['Max Brand'],,http://books.google.com/books?id=4B1ZswEACAAJ&dq=South+of+the+Rio+Grande&hl=&cd=1&source=gbs_api,,1948,http://books.google.com/books?id=4B1ZswEACAAJ&dq=South+of+the+Rio+Grande&hl=&source=gbs_api,,,49.96
35,Nimrod's wife,,,,,,,,,,17.99
36,Tankwar V:firefight,"Captain Max Tag and his team, No Slack Too, take a short vacation to prime themselves for action, then embark on what seems to be an easy mission in Mongolia, but when things get out of hand, they unleash their most deadly weapon. Original.",['Larry Steelbaugh'],,http://books.google.nl/books?id=cEfHAAAACAAJ&dq=Tankwar+V:firefight&hl=&cd=1&source=gbs_api,Berkley Publishing Group,1992-02-01,http://books.google.nl/books?id=cEfHAAAACAAJ&dq=Tankwar+V:firefight&hl=&source=gbs_api,,,36.76
37,The View from Nowhere: The Only Bar Guide You'll Ever Want -- Or Need,"Describes and rates bars and taverns across the United States, and discusses the prerequisites of a good bar",['Jim Atkinson'],http://books.google.com/books/content?id=v63h4yE2QdMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=v63h4yE2QdMC&q=The+View+from+Nowhere:+The+Only+Bar+Guide+You%27ll+Ever+Want+--+Or+Need&dq=The+View+from+Nowhere:+The+Only+Bar+Guide+You%27ll+Ever+Want+--+Or+Need&hl=&cd=1&source=gbs_api,Harpercollins,1987,http://books.google.nl/books?id=v63h4yE2QdMC&dq=The+View+from+Nowhere:+The+Only+Bar+Guide+You%27ll+Ever+Want+--+Or+Need&hl=&source=gbs_api,['Bars (Drinking establishments)'],,12.43
